"","year","tc","examiner_art_unit","n"
"1936",2007,2100,2195,67
"1937",2007,2100,2196,5
"1938",2007,2100,2197,1
"1939",2007,2100,2198,4
"1940",2007,2300,2306,1
"1941",2007,2300,2313,2
"1942",2007,2300,2314,1
"1943",2007,2300,2317,2
"1944",2007,2300,2321,1
"1945",2007,2300,2322,1
"1946",2007,2300,2323,1
"1947",2007,2300,2333,4
"1948",2007,2300,2334,4
"1949",2007,2300,2337,1
"1950",2007,2300,2341,1
"1951",2007,2300,2351,2
"1952",2007,2300,2352,3
"1953",2007,2300,2353,3
"1954",2007,2300,2354,2
"1955",2007,2300,2355,1
"1956",2007,2300,2373,1
"1957",2007,2300,2375,1
"1958",2007,2300,2391,1
"1959",2007,2500,2505,1
"1960",2007,2500,2512,2
"1961",2007,2500,2514,3
"1962",2007,2500,2516,1
"1963",2007,2500,2517,1
"1964",2007,2500,2522,2
"1965",2007,2500,2523,3
"1966",2007,2500,2529,1
"1967",2007,2500,2532,2
"1968",2007,2500,2533,2
"1969",2007,2500,2534,3
"1970",2007,2500,2535,2
"1971",2007,2500,2541,1
"1972",2007,2500,2544,2
"1973",2007,2500,2552,1
"1974",2007,2500,2557,1
"1975",2007,2500,2559,1
"1976",2007,2500,2574,1
"1977",2007,2600,2600,3
"1978",2007,2600,2601,1
"1979",2007,2600,2603,1
"1980",2007,2600,2609,247
"1981",2007,2600,2610,1
"1982",2007,2600,2611,464
"1983",2007,2600,2612,492
"1984",2007,2600,2613,172
"1985",2007,2600,2614,300
"1986",2007,2600,2615,182
"1987",2007,2600,2616,973
"1988",2007,2600,2617,889
"1989",2007,2600,2618,546
"1990",2007,2600,2619,88
"1991",2007,2600,2621,305
"1992",2007,2600,2622,398
"1993",2007,2600,2623,207
"1994",2007,2600,2624,456
"1995",2007,2600,2625,436
"1996",2007,2600,2626,270
"1997",2007,2600,2627,566
"1998",2007,2600,2628,229
"1999",2007,2600,2629,356
"2000",2007,2600,2631,3
"2001",2007,2600,2632,1
"2002",2007,2600,2633,3
"2003",2007,2600,2634,11
"2004",2007,2600,2635,9
"2005",2007,2600,2636,2
"2006",2007,2600,2642,4
"2007",2007,2600,2643,10
"2008",2007,2600,2644,18
"2009",2007,2600,2646,1
"2010",2007,2600,2651,1
"2011",2007,2600,2652,4
"2012",2007,2600,2653,1
"2013",2007,2600,2654,1
"2014",2007,2600,2655,3
"2015",2007,2600,2661,1
"2016",2007,2600,2663,14
"2017",2007,2600,2665,9
"2018",2007,2600,2666,3
"2019",2007,2600,2671,1
"2020",2007,2600,2672,4
"2021",2007,2600,2673,6
"2022",2007,2600,2674,1
"2023",2007,2600,2675,2
"2024",2007,2600,2676,5
"2025",2007,2600,2677,1
"2026",2007,2600,2681,9
"2027",2007,2600,2682,5
"2028",2007,2600,2683,6
"2029",2007,2600,2684,15
"2030",2007,2600,2685,2
"2031",2007,2600,2686,8
"2032",2007,2600,2687,3
"2033",2007,2600,2688,8
"2034",2007,2600,2699,1
"2035",2007,2800,2800,1
"2036",2007,2800,2806,1
"2037",2007,2800,2809,157
"2038",2007,2800,2811,145
"2039",2007,2800,2812,178
"2040",2007,2800,2813,153
"2041",2007,2800,2814,222
"2042",2007,2800,2815,199
"2043",2007,2800,2816,170
"2044",2007,2800,2817,198
"2045",2007,2800,2818,206
"2046",2007,2800,2819,205
"2047",2007,2800,2821,207
"2048",2007,2800,2822,204
"2049",2007,2800,2823,206
"2050",2007,2800,2824,174
"2051",2007,2800,2825,169
"2052",2007,2800,2826,192
"2053",2007,2800,2827,188
"2054",2007,2800,2828,111
"2055",2007,2800,2829,151
"2056",2007,2800,2831,92
"2057",2007,2800,2832,124
"2058",2007,2800,2833,237
"2059",2007,2800,2834,266
"2060",2007,2800,2835,127
"2061",2007,2800,2836,204
"2062",2007,2800,2837,241
"2063",2007,2800,2838,226
"2064",2007,2800,2839,155
"2065",2007,2800,2841,135
"2066",2007,2800,2844,1
"2067",2007,2800,2851,175
"2068",2007,2800,2852,209
"2069",2007,2800,2853,162
"2070",2007,2800,2854,139
"2071",2007,2800,2855,66
"2072",2007,2800,2856,165
"2073",2007,2800,2857,125
"2074",2007,2800,2858,87
"2075",2007,2800,2859,119
"2076",2007,2800,2861,157
"2077",2007,2800,2862,57
"2078",2007,2800,2863,190
"2079",2007,2800,2871,204
"2080",2007,2800,2872,143
"2081",2007,2800,2873,253
"2082",2007,2800,2874,158
"2083",2007,2800,2875,211
"2084",2007,2800,2876,258
"2085",2007,2800,2877,118
"2086",2007,2800,2878,70
"2087",2007,2800,2879,177
"2088",2007,2800,2881,115
"2089",2007,2800,2882,86
"2090",2007,2800,2883,135
"2091",2007,2800,2884,60
"2092",2007,2800,2885,86
"2093",2007,2800,2886,61
"2094",2007,2800,2887,1
"2095",2007,2800,2891,190
"2096",2007,2800,2892,10
"2097",2007,2900,2912,4
"2098",2007,2900,2915,1
"2099",2007,2900,2916,1
"2100",2007,2900,2933,1
"2101",2007,2900,2984,1
"2102",2007,3000,3093,1
"2103",2007,3100,3111,1
"2104",2007,3100,3131,3
"2105",2007,3100,3132,3
"2106",2007,3100,3133,3
"2107",2007,3100,3138,1
"2108",2007,3100,3142,2
"2109",2007,3100,3146,1
"2110",2007,3100,3151,1
"2111",2007,3100,3152,1
"2112",2007,3100,3153,1
"2113",2007,3300,3317,2
"2114",2007,3300,3333,1
"2115",2007,3300,3335,1
"2116",2007,3300,3354,1
"2117",2007,3300,3379,1
"2118",2007,3500,3511,1
"2119",2007,3500,3517,3
"2120",2007,3500,3525,1
"2121",2007,3500,3531,1
"2122",2007,3500,3533,3
"2123",2007,3500,3541,1
"2124",2007,3500,3552,2
"2125",2007,3500,3553,3
"2126",2007,3500,3554,1
"2127",2007,3500,3572,1
"2128",2007,3500,3573,1
"2129",2007,3500,3577,2
"2130",2007,3500,3579,1
"2131",2007,3500,3581,1
"2132",2007,3600,3600,1
"2133",2007,3600,3609,121
"2134",2007,3600,3611,156
"2135",2007,3600,3612,97
"2136",2007,3600,3616,170
"2137",2007,3600,3617,124
"2138",2007,3600,3618,111
"2139",2007,3600,3619,1
"2140",2007,3600,3621,123
"2141",2007,3600,3622,73
"2142",2007,3600,3623,119
"2143",2007,3600,3624,8
"2144",2007,3600,3625,150
"2145",2007,3600,3626,123
"2146",2007,3600,3627,112
"2147",2007,3600,3628,106
"2148",2007,3600,3629,109
"2149",2007,3600,3632,128
"2150",2007,3600,3633,13
"2151",2007,3600,3634,108
"2152",2007,3600,3635,105
"2153",2007,3600,3636,167
"2154",2007,3600,3637,138
"2155",2007,3600,3641,99
"2156",2007,3600,3643,139
"2157",2007,3600,3644,112
"2158",2007,3600,3651,92
"2159",2007,3600,3652,120
"2160",2007,3600,3653,77
"2161",2007,3600,3654,168
"2162",2007,3600,3661,137
"2163",2007,3600,3662,107
"2164",2007,3600,3663,128
"2165",2007,3600,3664,6
"2166",2007,3600,3671,96
"2167",2007,3600,3672,83
"2168",2007,3600,3673,131
"2169",2007,3600,3676,127
"2170",2007,3600,3677,169
"2171",2007,3600,3679,122
"2172",2007,3600,3681,150
"2173",2007,3600,3682,146
"2174",2007,3600,3683,199
"2175",2007,3600,3691,110
"2176",2007,3600,3692,125
"2177",2007,3600,3693,119
"2178",2007,3600,3694,122
"2179",2007,3700,3709,67
"2180",2007,3700,3711,181
"2181",2007,3700,3712,4
"2182",2007,3700,3713,7
"2183",2007,3700,3714,402
"2184",2007,3700,3715,10
"2185",2007,3700,3721,193
"2186",2007,3700,3722,122
"2187",2007,3700,3723,198
"2188",2007,3700,3724,181
"2189",2007,3700,3725,114
"2190",2007,3700,3726,42
"2191",2007,3700,3727,26
"2192",2007,3700,3728,95
"2193",2007,3700,3729,97
"2194",2007,3700,3731,143
"2195",2007,3700,3732,190
"2196",2007,3700,3733,142
"2197",2007,3700,3734,131
"2198",2007,3700,3735,83
"2199",2007,3700,3736,131
"2200",2007,3700,3737,98
"2201",2007,3700,3738,177
"2202",2007,3700,3739,133
"2203",2007,3700,3742,161
"2204",2007,3700,3743,18
"2205",2007,3700,3744,236
"2206",2007,3700,3745,122
"2207",2007,3700,3746,124
"2208",2007,3700,3747,214
"2209",2007,3700,3748,181
"2210",2007,3700,3749,143
"2211",2007,3700,3751,97
"2212",2007,3700,3752,91
"2213",2007,3700,3753,149
"2214",2007,3700,3754,112
"2215",2007,3700,3761,138
"2216",2007,3700,3762,106
"2217",2007,3700,3763,103
"2218",2007,3700,3764,96
"2219",2007,3700,3765,124
"2220",2007,3700,3766,143
"2221",2007,3700,3767,104
"2222",2007,3700,3768,67
"2223",2007,3700,3771,92
"2224",2007,3700,3772,76
"2225",2007,3700,3773,5
"2226",2007,3700,3774,10
"2227",2007,3700,3781,87
"2228",2007,3700,3782,85
"2229",2007,3800,3817,2
"2230",2007,3800,3852,3
"2231",2007,3800,3853,2
"2232",2007,3800,3854,1
"2233",2007,3800,3877,2
"2234",2007,3800,3879,1
"2235",2007,3800,3882,1
"2236",2007,3800,3883,5
"2237",2007,3900,3991,61
"2238",2007,3900,3992,107
"2239",2007,3900,3993,110
"2240",2007,3900,3999,1
"2241",2007,4100,4106,1
"2242",2007,4100,4111,35
"2243",2007,4100,4112,42
"2244",2007,4100,4113,24
"2245",2007,4100,4114,37
"2246",2007,4100,4115,36
"2247",2007,4100,4116,36
"2248",2007,4100,4117,34
"2249",2007,4100,4121,33
"2250",2007,4100,4122,27
"2251",2007,4100,4123,31
"2252",2007,4100,4124,23
"2253",2007,4100,4125,33
"2254",2007,4100,4126,26
"2255",2007,4100,4127,32
"2256",2007,4100,4128,29
"2257",2007,4100,4131,4
"2258",2007,4100,4132,5
"2259",2007,4100,4134,4
"2260",2007,4100,4135,4
"2261",2007,4100,4136,1
"2262",2007,4100,4138,1
"2263",2007,4100,4141,21
"2264",2007,4100,4142,15
"2265",2007,4100,4143,21
"2266",2007,4100,4144,26
"2267",2007,4100,4145,15
"2268",2007,4100,4146,13
"2269",2007,4100,4147,22
"2270",2007,4100,4148,21
"2271",2007,4100,4151,27
"2272",2007,4100,4152,32
"2273",2007,4100,4153,15
"2274",2007,4100,4154,12
"2275",2007,4100,4155,29
"2276",2007,4100,4156,19
"2277",2007,4100,4157,33
"2278",2007,4100,4158,29
"2279",2007,4100,4171,39
"2280",2007,4100,4172,37
"2281",2007,4100,4173,47
"2282",2007,4100,4174,40
"2283",2007,4100,4175,39
"2284",2007,4100,4176,43
"2285",2007,4100,4177,44
"2286",2007,4100,4178,46
"2287",2007,4100,4181,35
"2288",2007,4100,4182,19
"2289",2007,4100,4183,28
"2290",2007,4100,4191,8
"2291",2007,4100,4192,11
"2292",2007,4100,4193,22
"2293",2007,4100,4194,11
"2294",2007,4200,4249,1
"2295",2007,4400,4454,1
"2296",2007,4800,4835,1
"2297",2007,5100,5194,1
"2298",2007,5300,5323,1
"2299",2007,5300,5332,1
"2300",2007,5600,5624,1
"2301",2007,5900,5964,1
"2302",2007,6000,6057,1
"2303",2007,6100,6154,1
"2304",2007,6900,6992,1
"2305",2007,7100,7103,1
"2306",2007,7100,7143,1
"2307",2007,7100,7195,1
"2308",2007,7200,7263,1
"2309",2007,7300,7368,1
"2310",2007,8700,8746,1
"2311",2007,9000,9007,1
"2312",2007,9600,9613,1
"2313",2007,9700,9714,1
"2314",2007,9700,9772,1
"2315",2008,1100,1133,1
"2316",2008,1100,1153,1
"2317",2008,1100,1158,1
"2318",2008,1200,1270,1
"2319",2008,1300,1325,1
"2320",2008,1300,1343,1
"2321",2008,1300,1368,1
"2322",2008,1600,1600,1
"2323",2008,1600,1609,5
"2324",2008,1600,1611,125
"2325",2008,1600,1612,168
"2326",2008,1600,1614,210
"2327",2008,1600,1615,168
"2328",2008,1600,1616,201
"2329",2008,1600,1617,176
"2330",2008,1600,1618,169
"2331",2008,1600,1619,16
"2332",2008,1600,1621,219
"2333",2008,1600,1623,152
"2334",2008,1600,1624,196
"2335",2008,1600,1625,189
"2336",2008,1600,1626,209
"2337",2008,1600,1631,167
"2338",2008,1600,1632,152
"2339",2008,1600,1633,157
"2340",2008,1600,1634,193
"2341",2008,1600,1635,138
"2342",2008,1600,1636,92
"2343",2008,1600,1637,193
"2344",2008,1600,1638,207
"2345",2008,1600,1639,71
"2346",2008,1600,1641,224
"2347",2008,1600,1642,95
"2348",2008,1600,1643,158
"2349",2008,1600,1644,158
"2350",2008,1600,1645,163
"2351",2008,1600,1646,130
"2352",2008,1600,1647,191
"2353",2008,1600,1648,160
"2354",2008,1600,1649,122
"2355",2008,1600,1651,168
"2356",2008,1600,1652,161
"2357",2008,1600,1654,170
"2358",2008,1600,1655,135
"2359",2008,1600,1656,151
"2360",2008,1600,1657,131
"2361",2008,1600,1661,69
"2362",2008,1700,1700,3
"2363",2008,1700,1709,70
"2364",2008,1700,1711,4
"2365",2008,1700,1712,1
"2366",2008,1700,1713,4
"2367",2008,1700,1714,15
"2368",2008,1700,1722,1
"2369",2008,1700,1723,4
"2370",2008,1700,1724,4
"2371",2008,1700,1725,2
"2372",2008,1700,1731,9
"2373",2008,1700,1732,2
"2374",2008,1700,1733,10
"2375",2008,1700,1734,5
"2376",2008,1700,1742,3
"2377",2008,1700,1743,14
"2378",2008,1700,1744,13
"2379",2008,1700,1745,7
"2380",2008,1700,1751,2
"2381",2008,1700,1752,3
"2382",2008,1700,1753,15
"2383",2008,1700,1754,7
"2384",2008,1700,1755,4
"2385",2008,1700,1756,3
"2386",2008,1700,1761,7
"2387",2008,1700,1762,13
"2388",2008,1700,1763,2
"2389",2008,1700,1765,2
"2390",2008,1700,1771,26
"2391",2008,1700,1772,2
"2392",2008,1700,1773,15
"2393",2008,1700,1774,6
"2394",2008,1700,1775,10
"2395",2008,1700,1791,688
"2396",2008,1700,1792,796
"2397",2008,1700,1793,718
"2398",2008,1700,1794,1047
"2399",2008,1700,1795,1016
"2400",2008,1700,1796,915
"2401",2008,1700,1797,951
"2402",2008,1800,1818,1
"2403",2008,1800,1832,1
"2404",2008,1800,1833,1
"2405",2008,2000,2002,1
"2406",2008,2000,2006,2
"2407",2008,2000,2007,3
"2408",2008,2000,2008,21
"2409",2008,2000,2036,1
"2410",2008,2100,2100,6
"2411",2008,2100,2109,90
"2412",2008,2100,2111,182
"2413",2008,2100,2112,154
"2414",2008,2100,2113,153
"2415",2008,2100,2114,118
"2416",2008,2100,2115,103
"2417",2008,2100,2116,124
"2418",2008,2100,2117,120
"2419",2008,2100,2121,163
"2420",2008,2100,2123,164
"2421",2008,2100,2125,15
"2422",2008,2100,2128,170
"2423",2008,2100,2129,148
"2424",2008,2100,2131,120
"2425",2008,2100,2132,142
"2426",2008,2100,2134,132
"2427",2008,2100,2135,125
"2428",2008,2100,2136,154
"2429",2008,2100,2137,140
"2430",2008,2100,2139,133
"2431",2008,2100,2141,115
"2432",2008,2100,2142,96
"2433",2008,2100,2143,116
"2434",2008,2100,2144,144
"2435",2008,2100,2145,136
"2436",2008,2100,2146,128
"2437",2008,2100,2151,173
"2438",2008,2100,2152,131
"2439",2008,2100,2153,123
"2440",2008,2100,2154,128
"2441",2008,2100,2155,131
"2442",2008,2100,2156,1
"2443",2008,2100,2157,168
"2444",2008,2100,2161,208
"2445",2008,2100,2162,188
"2446",2008,2100,2163,183
"2447",2008,2100,2164,190
"2448",2008,2100,2165,169
"2449",2008,2100,2166,183
"2450",2008,2100,2167,162
"2451",2008,2100,2168,181
"2452",2008,2100,2169,587
"2453",2008,2100,2173,176
"2454",2008,2100,2174,180
"2455",2008,2100,2175,109
"2456",2008,2100,2176,174
"2457",2008,2100,2178,214
"2458",2008,2100,2179,163
"2459",2008,2100,2181,137
"2460",2008,2100,2182,144
"2461",2008,2100,2183,150
"2462",2008,2100,2184,126
"2463",2008,2100,2185,159
"2464",2008,2100,2186,150
"2465",2008,2100,2187,165
"2466",2008,2100,2188,138
"2467",2008,2100,2189,147
"2468",2008,2100,2191,149
"2469",2008,2100,2192,161
"2470",2008,2100,2193,188
"2471",2008,2100,2194,118
"2472",2008,2100,2195,87
"2473",2008,2100,2196,2
"2474",2008,2100,2198,3
"2475",2008,2200,2200,1
"2476",2008,2300,2326,1
"2477",2008,2300,2341,1
"2478",2008,2300,2354,1
"2479",2008,2400,2400,1
"2480",2008,2400,2416,204
"2481",2008,2400,2419,193
"2482",2008,2400,2421,39
"2483",2008,2400,2423,32
"2484",2008,2400,2424,37
"2485",2008,2400,2425,18
"2486",2008,2400,2426,22
"2487",2008,2400,2427,35
"2488",2008,2400,2431,33
"2489",2008,2400,2432,22
"2490",2008,2400,2434,32
"2491",2008,2400,2435,30
"2492",2008,2400,2436,55
"2493",2008,2400,2437,32
"2494",2008,2400,2439,32
"2495",2008,2400,2441,20
"2496",2008,2400,2442,38
"2497",2008,2400,2443,31
"2498",2008,2400,2444,36
"2499",2008,2400,2445,29
"2500",2008,2400,2446,38
"2501",2008,2400,2451,28
"2502",2008,2400,2452,21
"2503",2008,2400,2453,13
"2504",2008,2400,2454,26
"2505",2008,2400,2455,36
"2506",2008,2400,2456,38
"2507",2008,2400,2457,41
"2508",2008,2400,2478,1
"2509",2008,2500,2521,1
"2510",2008,2500,2575,1
"2511",2008,2600,2609,76
"2512",2008,2600,2611,578
"2513",2008,2600,2612,479
"2514",2008,2600,2613,186
"2515",2008,2600,2614,427
"2516",2008,2600,2615,205
"2517",2008,2600,2616,795
"2518",2008,2600,2617,1055
"2519",2008,2600,2618,589
"2520",2008,2600,2619,560
"2521",2008,2600,2621,417
"2522",2008,2600,2622,633
"2523",2008,2600,2623,447
"2524",2008,2600,2624,740
"2525",2008,2600,2625,715
"2526",2008,2600,2626,380
"2527",2008,2600,2627,634
"2528",2008,2600,2628,419
"2529",2008,2600,2629,745
"2530",2008,2600,2634,1
"2531",2008,2600,2643,1
"2532",2008,2600,2644,2
"2533",2008,2600,2663,1
"2534",2008,2600,2665,1
"2535",2008,2600,2672,1
"2536",2008,2600,2684,2
"2537",2008,2600,2686,1
"2538",2008,2800,2809,41
"2539",2008,2800,2811,213
"2540",2008,2800,2812,221
"2541",2008,2800,2813,218
"2542",2008,2800,2814,256
"2543",2008,2800,2815,235
"2544",2008,2800,2816,230
"2545",2008,2800,2817,254
"2546",2008,2800,2818,198
"2547",2008,2800,2819,237
"2548",2008,2800,2821,257
"2549",2008,2800,2822,226
"2550",2008,2800,2823,223
"2551",2008,2800,2824,196
"2552",2008,2800,2825,219
"2553",2008,2800,2826,208
"2554",2008,2800,2827,213
"2555",2008,2800,2828,191
"2556",2008,2800,2829,229
"2557",2008,2800,2831,204
"2558",2008,2800,2832,138
"2559",2008,2800,2833,235
"2560",2008,2800,2834,264
"2561",2008,2800,2835,186
"2562",2008,2800,2836,214
"2563",2008,2800,2837,282
"2564",2008,2800,2838,259
"2565",2008,2800,2839,145
"2566",2008,2800,2841,185
"2567",2008,2800,2844,1
"2568",2008,2800,2851,120
"2569",2008,2800,2852,222
"2570",2008,2800,2853,165
"2571",2008,2800,2854,156
"2572",2008,2800,2855,155
"2573",2008,2800,2856,176
"2574",2008,2800,2857,156
"2575",2008,2800,2858,19
"2576",2008,2800,2859,39
"2577",2008,2800,2861,181
"2578",2008,2800,2862,211
"2579",2008,2800,2863,178
"2580",2008,2800,2871,241
"2581",2008,2800,2872,168
"2582",2008,2800,2873,291
"2583",2008,2800,2874,220
"2584",2008,2800,2875,202
"2585",2008,2800,2876,153
"2586",2008,2800,2877,183
"2587",2008,2800,2878,165
"2588",2008,2800,2879,141
"2589",2008,2800,2881,168
"2590",2008,2800,2882,119
"2591",2008,2800,2883,152
"2592",2008,2800,2884,159
"2593",2008,2800,2885,177
"2594",2008,2800,2886,120
"2595",2008,2800,2887,152
"2596",2008,2800,2889,115
"2597",2008,2800,2891,203
"2598",2008,2800,2892,177
"2599",2008,2800,2893,66
"2600",2008,2800,2894,45
"2601",2008,2800,2895,51
"2602",2008,2900,2910,1
"2603",2008,2900,2911,1
"2604",2008,2900,2912,1
"2605",2008,2900,2913,5
"2606",2008,2900,2914,4
"2607",2008,2900,2915,1
"2608",2008,2900,2916,4
"2609",2008,3000,3020,1
"2610",2008,3100,3131,2
"2611",2008,3100,3147,1
"2612",2008,3100,3165,1
"2613",2008,3300,3324,1
"2614",2008,3300,3354,1
"2615",2008,3300,3383,1
"2616",2008,3400,3400,1
"2617",2008,3500,3548,1
"2618",2008,3600,3600,9
"2619",2008,3600,3609,84
"2620",2008,3600,3611,196
"2621",2008,3600,3612,132
"2622",2008,3600,3616,173
"2623",2008,3600,3617,147
"2624",2008,3600,3618,141
"2625",2008,3600,3621,149
"2626",2008,3600,3622,118
"2627",2008,3600,3623,195
"2628",2008,3600,3624,20
"2629",2008,3600,3625,151
"2630",2008,3600,3626,173
"2631",2008,3600,3627,159
"2632",2008,3600,3628,133
"2633",2008,3600,3629,128
"2634",2008,3600,3632,167
"2635",2008,3600,3633,160
"2636",2008,3600,3634,138
"2637",2008,3600,3635,172
"2638",2008,3600,3636,175
"2639",2008,3600,3637,110
"2640",2008,3600,3641,138
"2641",2008,3600,3643,94
"2642",2008,3600,3644,133
"2643",2008,3600,3651,124
"2644",2008,3600,3652,119
"2645",2008,3600,3653,202
"2646",2008,3600,3654,144
"2647",2008,3600,3655,28
"2648",2008,3600,3656,27
"2649",2008,3600,3657,26
"2650",2008,3600,3661,138
"2651",2008,3600,3662,186
"2652",2008,3600,3663,162
"2653",2008,3600,3664,116
"2654",2008,3600,3671,163
"2655",2008,3600,3672,154
"2656",2008,3600,3673,171
"2657",2008,3600,3676,142
"2658",2008,3600,3677,148
"2659",2008,3600,3679,137
"2660",2008,3600,3681,103
"2661",2008,3600,3682,124
"2662",2008,3600,3683,142
"2663",2008,3600,3685,64
"2664",2008,3600,3686,15
"2665",2008,3600,3687,101
"2666",2008,3600,3688,123
"2667",2008,3600,3689,75
"2668",2008,3600,3691,203
"2669",2008,3600,3692,217
"2670",2008,3600,3693,212
"2671",2008,3600,3694,175
"2672",2008,3600,3695,22
"2673",2008,3600,3696,125
"2674",2008,3700,3709,40
"2675",2008,3700,3711,232
"2676",2008,3700,3713,2
"2677",2008,3700,3714,691
"2678",2008,3700,3715,18
"2679",2008,3700,3721,175
"2680",2008,3700,3722,59
"2681",2008,3700,3723,247
"2682",2008,3700,3724,215
"2683",2008,3700,3725,188
"2684",2008,3700,3726,141
"2685",2008,3700,3727,15
"2686",2008,3700,3728,144
"2687",2008,3700,3729,114
"2688",2008,3700,3731,106
"2689",2008,3700,3732,151
"2690",2008,3700,3733,188
"2691",2008,3700,3734,123
"2692",2008,3700,3735,119
"2693",2008,3700,3736,183
"2694",2008,3700,3737,122
"2695",2008,3700,3738,114
"2696",2008,3700,3739,139
"2697",2008,3700,3741,21
"2698",2008,3700,3742,176
"2699",2008,3700,3743,11
"2700",2008,3700,3744,256
"2701",2008,3700,3745,128
"2702",2008,3700,3746,191
"2703",2008,3700,3747,204
"2704",2008,3700,3748,149
"2705",2008,3700,3749,183
"2706",2008,3700,3751,100
"2707",2008,3700,3752,117
"2708",2008,3700,3753,148
"2709",2008,3700,3754,111
"2710",2008,3700,3761,145
"2711",2008,3700,3762,141
"2712",2008,3700,3763,114
"2713",2008,3700,3764,146
"2714",2008,3700,3765,167
"2715",2008,3700,3766,176
"2716",2008,3700,3767,165
"2717",2008,3700,3768,160
"2718",2008,3700,3769,11
"2719",2008,3700,3771,83
"2720",2008,3700,3772,102
"2721",2008,3700,3773,117
"2722",2008,3700,3774,103
"2723",2008,3700,3775,12
"2724",2008,3700,3781,137
"2725",2008,3700,3782,104
"2726",2008,3800,3800,1
"2727",2008,3800,3877,1
"2728",2008,3900,3931,1
"2729",2008,3900,3991,103
"2730",2008,3900,3992,197
"2731",2008,3900,3993,140
"2732",2008,3900,3995,1
"2733",2008,4100,4111,104
"2734",2008,4100,4112,137
"2735",2008,4100,4113,123
"2736",2008,4100,4114,113
"2737",2008,4100,4115,104
"2738",2008,4100,4116,117
"2739",2008,4100,4117,52
"2740",2008,4100,4118,33
"2741",2008,4100,4121,132
"2742",2008,4100,4122,108
"2743",2008,4100,4123,36
"2744",2008,4100,4124,37
"2745",2008,4100,4125,117
"2746",2008,4100,4126,118
"2747",2008,4100,4127,144
"2748",2008,4100,4128,41
"2749",2008,4100,4131,152
"2750",2008,4100,4132,149
"2751",2008,4100,4133,136
"2752",2008,4100,4134,148
"2753",2008,4100,4135,140
"2754",2008,4100,4136,155
"2755",2008,4100,4137,136
"2756",2008,4100,4138,60
"2757",2008,4100,4141,158
"2758",2008,4100,4142,117
"2759",2008,4100,4143,133
"2760",2008,4100,4144,137
"2761",2008,4100,4145,135
"2762",2008,4100,4146,136
"2763",2008,4100,4147,133
"2764",2008,4100,4148,121
"2765",2008,4100,4151,125
"2766",2008,4100,4152,131
"2767",2008,4100,4153,115
"2768",2008,4100,4154,111
"2769",2008,4100,4155,123
"2770",2008,4100,4156,127
"2771",2008,4100,4157,118
"2772",2008,4100,4158,122
"2773",2008,4100,4159,72
"2774",2008,4100,4161,81
"2775",2008,4100,4162,100
"2776",2008,4100,4163,88
"2777",2008,4100,4165,83
"2778",2008,4100,4166,73
"2779",2008,4100,4171,151
"2780",2008,4100,4172,149
"2781",2008,4100,4173,143
"2782",2008,4100,4174,162
"2783",2008,4100,4175,71
"2784",2008,4100,4176,129
"2785",2008,4100,4177,156
"2786",2008,4100,4178,24
"2787",2008,4100,4181,84
"2788",2008,4100,4182,98
"2789",2008,4100,4183,87
"2790",2008,4100,4184,50
"2791",2008,4100,4185,37
"2792",2008,4100,4191,73
"2793",2008,4100,4192,103
"2794",2008,4100,4193,108
"2795",2008,4100,4194,67
"2796",2008,4300,4352,1
"2797",2008,4500,4500,1
"2798",2008,4700,4729,1
"2799",2008,5000,5087,1
"2800",2008,5100,5105,1
"2801",2008,5100,5158,1
"2802",2008,6200,6208,1
"2803",2008,6400,6475,1
"2804",2008,6400,6483,1
"2805",2008,6900,6944,1
"2806",2008,6900,6976,1
"2807",2008,7000,7024,1
"2808",2008,7300,7345,1
"2809",2008,7300,7368,1
"2810",2008,8000,8015,1
"2811",2008,8000,8032,1
"2812",2008,8100,8105,1
"2813",2008,8700,8727,1
"2814",2008,8800,8822,1
"2815",2008,9000,9043,1
"2816",2008,9400,9410,1
"2817",2009,1300,1325,1
"2818",2009,1500,1500,1
"2819",2009,1500,1515,1
"2820",2009,1600,1609,4
"2821",2009,1600,1611,162
"2822",2009,1600,1612,217
"2823",2009,1600,1614,250
"2824",2009,1600,1615,180
"2825",2009,1600,1616,207
"2826",2009,1600,1617,181
"2827",2009,1600,1618,160
"2828",2009,1600,1619,119
"2829",2009,1600,1621,214
"2830",2009,1600,1623,168
"2831",2009,1600,1624,214
"2832",2009,1600,1625,186
"2833",2009,1600,1626,233
"2834",2009,1600,1627,14
"2835",2009,1600,1628,14
"2836",2009,1600,1631,187
"2837",2009,1600,1632,146
"2838",2009,1600,1633,156
"2839",2009,1600,1634,198
"2840",2009,1600,1635,140
"2841",2009,1600,1636,99
"2842",2009,1600,1637,195
"2843",2009,1600,1638,209
"2844",2009,1600,1639,63
"2845",2009,1600,1641,236
"2846",2009,1600,1642,96
"2847",2009,1600,1643,157
"2848",2009,1600,1644,164
"2849",2009,1600,1645,168
"2850",2009,1600,1646,132
"2851",2009,1600,1647,186
"2852",2009,1600,1648,156
"2853",2009,1600,1649,136
"2854",2009,1600,1651,171
"2855",2009,1600,1652,138
"2856",2009,1600,1654,164
"2857",2009,1600,1655,124
"2858",2009,1600,1656,138
"2859",2009,1600,1657,127
"2860",2009,1600,1661,70
"2861",2009,1700,1700,1
"2862",2009,1700,1709,35
"2863",2009,1700,1714,1
"2864",2009,1700,1723,2
"2865",2009,1700,1731,2
"2866",2009,1700,1733,7
